A combination of the two tables
https://www.who.int/childgrowth/standards/wfl_girls_z_exp.txt and
https://www.who.int/childgrowth/standards/wfh_girls_z_exp.txt

Height SD3neg  SD2neg  SD1neg  SD0     SD1     SD2     SD3
45.0,  1.902,  2.066,  2.252,  2.461,  2.698,  2.967,  3.275
45.5,  1.967,  2.138,  2.329,  2.546,  2.791,  3.070,  3.389
46.0,  2.033,  2.209,  2.407,  2.631,  2.884,  3.172,  3.502
46.5,  2.098,  2.280,  2.485,  2.716,  2.977,  3.275,  3.616
47.0,  2.164,  2.351,  2.562,  2.801,  3.071,  3.378,  3.73
47.5,  2.230,  2.423,  2.641,  2.887,  3.165,  3.482,  3.845
48.0,  2.297,  2.497,  2.721,  2.974,  3.261,  3.588,  3.962
48.5,  2.366,  2.571,  2.803,  3.064,  3.359,  3.696,  4.082
49.0,  2.437,  2.649,  2.887,  3.156,  3.461,  3.808,  4.205
49.5,  2.511,  2.729,  2.975,  3.252,  3.566,  3.924,  4.334
50.0,  2.588,  2.813,  3.066,  3.352,  3.676,  4.045,  4.467
50.5,  2.668,  2.900,  3.161,  3.456,  3.790,  4.171,  4.606
51.0,  2.750,  2.990,  3.259,  3.564,  3.908,  4.301,  4.751
51.5,  2.836,  3.084,  3.362,  3.675,  4.031,  4.437,  4.901
52.0,  2.925,  3.180,  3.467,  3.791,  4.158,  4.577,  5.056
52.5,  3.017,  3.280,  3.576,  3.910,  4.290,  4.721,  5.216
53.0,  3.112,  3.383,  3.688,  4.033,  4.424,  4.870,  5.38
53.5,  3.208,  3.488,  3.803,  4.159,  4.563,  5.022,  5.549
54.0,  3.307,  3.596,  3.921,  4.288,  4.704,  5.178,  5.721
54.5,  3.407,  3.705,  4.040,  4.418,  4.847,  5.336,  5.896
55.0,  3.508,  3.815,  4.160,  4.550,  4.992,  5.496,  6.073
55.5,  3.611,  3.926,  4.281,  4.683,  5.138,  5.657,  6.251
56.0,  3.713,  4.038,  4.403,  4.816,  5.285,  5.818,  6.43
56.5,  3.816,  4.150,  4.526,  4.950,  5.432,  5.980,  6.609
57.0,  3.919,  4.262,  4.648,  5.084,  5.579,  6.143,  6.789
57.5,  4.021,  4.373,  4.770,  5.217,  5.725,  6.304,  6.968
58.0,  4.124,  4.485,  4.891,  5.351,  5.872,  6.466,  7.146
58.5,  4.226,  4.596,  5.013,  5.483,  6.018,  6.626,  7.324
59.0,  4.327,  4.706,  5.133,  5.615,  6.162,  6.786,  7.5
59.5,  4.427,  4.815,  5.252,  5.745,  6.305,  6.944,  7.675
60.0,  4.527,  4.923,  5.370,  5.874,  6.447,  7.099,  7.847
60.5,  4.624,  5.030,  5.486,  6.001,  6.586,  7.253,  8.017
61.0,  4.721,  5.135,  5.601,  6.127,  6.724,  7.405,  8.185
61.5,  4.817,  5.239,  5.714,  6.251,  6.860,  7.555,  8.351
62.0,  4.912,  5.342,  5.826,  6.374,  6.995,  7.703,  8.514
62.5,  5.005,  5.444,  5.937,  6.495,  7.128,  7.849,  8.675
63.0,  5.098,  5.544,  6.047,  6.614,  7.259,  7.993,  8.834
63.5,  5.189,  5.644,  6.155,  6.733,  7.388,  8.136,  8.992
64.0,  5.280,  5.742,  6.262,  6.850,  7.517,  8.277,  9.148
64.5,  5.370,  5.840,  6.369,  6.966,  7.644,  8.417,  9.302
65.0,  5.459,  5.937,  6.474,  7.081,  7.770,  8.555,  9.454
65.5,  5.547,  6.033,  6.578,  7.195,  7.895,  8.692,  9.605
66.0,  5.635,  6.128,  6.682,  7.308,  8.018,  8.827,  9.753
66.5,  5.721,  6.221,  6.784,  7.419,  8.139,  8.960,  9.901
67.0,  5.807,  6.314,  6.885,  7.529,  8.260,  9.092,  10.046
67.5,  5.892,  6.406,  6.984,  7.638,  8.378,  9.222,  10.189
68.0,  5.975,  6.497,  7.083,  7.745,  8.496,  9.351,  10.33
68.5,  6.058,  6.586,  7.180,  7.851,  8.611,  9.478,  10.47
69.0,  6.140,  6.675,  7.277,  7.956,  8.726,  9.603,  10.608
